round,date,place,author,title,filename
59,2011-08-01,AV,insanity,"Memorial For CommanderVideo","sdc59_insanity-Memorial_for_CommanderVideo.xrns"
60,2011-09-05,1st,chunter,"Kyori no Yume feat. Kasane Teto and Momone Momo","sdc60_chunter-sdc60-kyorinoyume.xrns"
60,2011-09-05,2nd,organic_io,"distant tower","sdc60_organic_io-distant_tower.rar"
60,2011-09-05,3rd,stardiaries,"Coatzacoalcos Miami","sdc60_stardiaries-coatzacoalcos_miami.zip"
60,2011-09-05,4th,ambtax1,"Riots in my country","sdc60_ambtax1-Riots_in_my_country.xrns"
60,2011-09-05,5th,ThumbWrestler,"Automatic Doors","sdc60_ThumbWrestler-Automatic_Doors.rar"
60,2011-09-05,6th,lwpss,"6.021","sdc60_lwpss-6.021.zip"
61,2011-11-01,1st,chunter,"No Estoy Seguro (I'm Not Sure)","sdc61_chunter-noestoyseguro.zip"
61,2011-11-01,2nd,Knetter,"The MusicBox","sdc61_Knetter-The_Musicbox.xrns"
61,2011-11-01,3rd,Aged,"Flawed Design (unfinished demo)","sdc61_Aged-sdc61-aged-flawed_design.zip"
61,2011-11-01,4th,JustinCredible,"Sunburst","sdc61_JustinCredible-Sunburst.rar"
61,2011-11-01,5th,Shadowbane,"Ghosts","sdc61_Shadowbane-ghosts..psy.rar"
61,2011-11-01,AV,SDCTester,"Blank Entry","blank.xrns"
62,2011-12-07,1st,waterhead,"Realtime","sdc62_waterhead-sdc62_w473rh34d_realtime.zip"
62,2011-12-07,2nd,tenfour,"Grotesque","sdc62_tenfour-Grotesque.xrns"
62,2011-12-07,3rd,Knetter,"Missing You (feat. Lot)","sdc62_Knetter-missing_you.xrns"
62,2011-12-07,4th,chunter,"Sekai ga Mawaru (The World Turns) feat. Momone Momo and Kasane Teto","sdc62_chunter-sdc62-sekaigamawaru.xrns"
62,2011-12-07,5th,plusminus,"SDC62 Dub (fast mix)","sdc62_plusminus-fastdub.zip"
62,2011-12-07,6th,BleedingLiver,"Never enough time","sdc62_BleedingLiver-never_enough_time.xrns.zip"
62,2011-12-07,7th,ambtax1,"Saviour","sdc62_ambtax1-Saviour.xrns"
62,2011-12-07,8th,agargara,"mazurswindle","sdc62_agargara-mazurswindle.zip"
62,2011-12-07,9th,u4ic,"Amphibulated","sdc62_u4ic-U4iC-Amphibulated.zip"
62,2011-12-07,10th,Shadowbane,"Conquerors Of Dawn","sdc62_Shadowbane-62.xrns"
62,2011-12-07,AV,Airmann,"not for real","sdc62_Airmann-airmann_-_not_for_real.zip"
63,2012-01-03,1st,Shadowbane,"Mary Did You Know","sdc63_Shadowbane-MARY_DID_YOU_KNOW.xrns"
63,2012-01-03,1st,chunter,"Adeste Fideles","sdc63_chunter-sdc63-adeste.xrns"
64,2012-02-03,1st,iddy,"pixels at light speed","sdc64_iddy-pixels_at_light_speed.xrns"
64,2012-02-03,2nd,fractaural_motif,"Surf Rider","sdc64_fractaural_motif-SurfRider.zip"
64,2012-02-03,3rd,rAged,"Stroem","sdc64_rAged-SDC64_-_rAged_-_Stroem.xrns"
64,2012-02-03,4th,chunter,"You Remembered","sdc64_chunter-sdc64-youremembered.xrns"
64,2012-02-03,5th,andyray,"The Straw Theory","sdc64_andyray-SDC64_-_AndyRay_-_The_Straw_Theory.xrns"
65,2012-03-11,1st,agargara,"Mollusc Mayhem","sdc65_agargara-molluscmayhem.zip"
65,2012-03-11,2nd,chunter,"Don't Cry (Nakanaide) feat. Momone Momo","sdc65_chunter-sdc65-dontcry.xrns"
65,2012-03-11,3rd,plusminus,"Dikralafost","sdc65_plusminus-dikralafost.it.zip"
65,2012-03-11,4th,CoolGreenApple,"Shady","sdc65_CoolGreenApple-Shady.zip"
65,2012-03-11,5th,Airmann,"A riff","sdc65_Airmann-a_riff.xrns"
65,2012-03-11,AV,DummyEntry,"Vote 5th for this entry","sdc65_DummyEntry-dummy.entry.rar"
66,2012-05-07,1st,tenfour,"In Between and Underneath","sdc66_tenfour-InBetweenAndUnderneath.xrns"
66,2012-05-07,2nd,Airmann,"BTTR","sdc66_Airmann-bttr.xrns"
66,2012-05-07,3rd,organic_io,"Ashen Light","sdc66_organic_io-Ashen_Light.rar"
66,2012-05-07,4th,Chotoro,"Spooky action at a distance","sdc66_Chotoro-spooky_action_at_a_distance.xrns"
66,2012-05-07,5th,iddy,"searching for a star","sdc66_iddy-searching_for_a_star.zip"
66,2012-05-07,6th,Knetter,"Soul Wants to Grow (feat. Snowflake VS 4nsic)","sdc66_Knetter-Knetter_-_Soul_Wants_to_Grow_(feat._Snowflake_VS_4nsic).xrns"
66,2012-05-07,7th,juolac,"Close to you","sdc66_juolac-Close_to_you.xrns"
66,2012-05-07,8th,jcaged,"democracy","democracy.zip"
66,2012-05-07,9th,andyray,"Copper Fields","sdc66_andyray-SDC_66_-_AndyRay_-_Copper_Fields.zip"
66,2012-05-07,9th,CAG,"Don't Look Back","sdc66_CAG-sdc66.xrns"
66,2012-05-07,10th,fractaural_motif,"Adrenaline","sdc66_fractaural_motif-Adrenaline.xrns"
66,2012-05-07,11th,chunter,"Morning By Gulfside","sdc66_chunter-sdc66-morningbygulfside.xrns"
66,2012-05-07,12th,CasMarrav,"Back","sdc66_CasMarrav-Back.zip"
66,2012-05-07,12th,Shadowbane,"Dayfall","sdc66_Shadowbane-DayFall2.xrns"
66,2012-05-07,AV,jakubukaj,"Silesian Leaves - This Time","sdc66_jakubukaj-Silesian_Leaves_-_This_Time.zip"
67,2012-06-28,1st,tenfour,"If Only It Were You","sdc67_tenfour-IfOnlyItWereYou.xrns"
67,2012-06-28,2nd,Chotoro,"Fullpower deadend","sdc67_Chotoro-fullpower_deadend.xrns"
67,2012-06-28,3rd,chunter,"Electric Plastic Park","sdc67_chunter-sdc67-electricplasticpark.xrns"
67,2012-06-28,4th,ambtax1,"this one","sdc67_ambtax1-sdc66_this_one.xrns"
67,2012-06-28,5th,organic_io,"Slow Burn (WIP)","sdc67_organic_io-slow_burn.rar"
67,2012-06-28,6th,iddy,"information overflow","sdc67_iddy-information_overflow.zip"
67,2012-06-28,7th,Sallecta,"Sleeping Giant (featuring Suzi Q Smith)","sdc67_Sallecta-Seeping_Giant_(feat_Suzi_Q_Smith).zip"
67,2012-06-28,8th,hexmode,"Skips / Quavers","sdc67_mutilus-skips-quavers.zip"
67,2012-06-28,9th,Shadowbane,"Fight!","sdc67_Shadowbane-Fight.rar"
68,2012-08-23,1st,Knetter,"A Day at the Beach","sdc68_Knetter-A_Day_at_the_Beach.xrns"
68,2012-08-23,2nd,Necto_Ulin,"Like that","sdc68_Necto_Ulin-Necto_Ulin_-_Like_that.xrns"
68,2012-08-23,3rd,keith303,"token taken","sdc68_keith303-token_taken.rar"
68,2012-08-23,4th,chunter,"Muscle Memory","sdc68_chunter-sdc68_musclememory.xrns"
68,2012-08-23,5th,Chotoro,"Over the sea","sdc68_Chotoro-over_the_sea.xrns"
68,2012-08-23,6th,Airmann,"Invisible","sdc68_Airmann-invisible.zip"
68,2012-08-23,7th,hexmode,"insection","sdc68_hexmode-insection.zip"
68,2012-08-23,8th,waterhead,"You got to feel it","sdc68_waterhead-you-got-to-feel-it.zip"
68,2012-08-23,9th,Sallecta,"BeepTrip","sdc68_Sallecta-BeepTrip.zip"
68,2012-08-23,10th,Marko,"Brother you trust","sdc68_Marko-brother-you-trust.zip"
68,2012-08-23,11th,sim,"Smerdjakoff´s Guitar","sdc68-Smerdjakoffs_Guitar.xrns"
68,2012-08-23,12th,Shadowbane,"A song in no way related to marching unicorns","sdc68_Shadowbane-A_song_in_no_way_related_to_marching_unicorns.zip"
69,2012-10-24,1st,CAG,"Quasar Beam","sdc69_CAG-quasar_beam_compressed.xrns"
69,2012-10-24,2nd,iddy,"Binary Stars","binary_stars.zip"
69,2012-10-24,3rd,Knetter,"Zeevonk","sdc69_Knetter-zeevonk.xrns"
69,2012-10-24,4th,lwpss,"megaprime","sdc69_lwpss-megaprime.zip"
69,2012-10-24,5th,ballacr75,"arcobaleno","sdc69_ballacr75-ARCOBALENO.zip"
69,2012-10-24,6th,waterhead,"Romantic interlude","sdc69_waterhead-romantic-interlude.zip"
69,2012-10-24,7th,ambtax1,"Funky rhythm (infinished)","sdc69_ambtax1-funky_rhytm_tune.xrns"
69,2012-10-24,8th,chunter,"Backwards in Time, Faster than Light","sdc69_chunter-sdc69-bitftl.xrns"
69,2012-10-24,9th,hexmode,"Could Be (feat. Jenny Mayhem)","sdc69_hexmode-Could-Be.zip"
69,2012-10-24,10th,Steve,"Negative mass demon","sdc69_Steve-Negative_mass_demon.xrns"
70,2012-12-25,1st,tenfour,"Empty Dreams","sdc70_tenfour-EmptyDreams.xrns"
70,2012-12-25,2nd,nt,"Favorite Fetish","sdc70_nt-favouriteFetish34.sunvox.zip"
70,2012-12-25,3rd,Chotoro,"The Whistler in the Silent Night","sdc70_chotoro_-_the_whistler_in_the_silent_night.xrns"
70,2012-12-25,4th,A-Lin,"Against the tree","sdc70_A-Lin-AgainstTheTree.xrns"
70,2012-12-25,5th,waterhead,"Another day in the snow","sdc70_waterhead-another-day-in-the-snow.zip"
70,2012-12-25,6th,ballacr75,"Sweetness","sdc070-ballacr75-sweetness.xrns"
70,2012-12-25,7th,chunter,"Joy to the World","sdc70_chunter-sdc70-joytotheworld.xrns"
70,2012-12-25,8th,MiaFan2010,"MiaFan2010's Christmas Song","sdc70_MiaFan2010-xmasmf2k10.zip"
71,2013-02-26,1st,francis_red,"Burst","sdc71_francis_red-Burst.xrns"
71,2013-02-26,2nd,A-Lin,"Chocolate64","sdc71_A-Lin-Chocolate64_trim.xrns"
71,2013-02-26,3rd,Mios,"Dreamon","sdc71_Mios-Dreamon.xrns.zip"
71,2013-02-26,4th,chunter,"You Said and Smiled","sdc71_chunter-sdc71-yousaidandsmiled.xrns"
71,2013-02-26,5th,Knetter,"The Shangri-La","sdc71_Knetter-The_Shangri-La.xrns"
71,2013-02-26,6th,Haplo,"Breath of the Demon","sdc71_Haplo-Breath_of_the_Demon.zip"
71,2013-02-26,7th,plusminus,"Paeonia","sdc71_plusminus-paeonia.zip"
71,2013-02-26,8th,ballacr75,"kamikaazee71","sdc71_ballacr75-kamikaazee71.zip"
71,2013-02-26,9th,flipbit03,"Seventy Oneing","flipbit03_SeventyOneing.xrns"
71,2013-02-26,10th,hexmode,"ham scissors","sdc71_hexmode-hexmode--ham-scissors.zip"
72,2013-04-18,1st,Knetter,"Mallets","sdc72_Knetter-mallets.xrns"
72,2013-04-18,2nd,A-Lin,"Kids on the Slide","sdc72_A-Lin-KidsOnTheSlide_final.xrns"
72,2013-04-18,3rd,iddy,"twilight cafe","sdc72_iddy-twilight_cafe.zip"
72,2013-04-18,4th,francis_red,"Wanderer","sdc72_francis_red-sdc72_francis_red.xrns"
72,2013-04-18,5th,ReneWiersma,"Lazy Coconut","sdc72_ReneWiersma-LazyCoconut.xrns"
72,2013-04-18,6th,CONFIGSISSY,"fairlight cmi)","sdc72_RB-FA8314GBaC26.zip"
72,2013-04-18,7th,plusminus,"A Different Drummer","sdc72_plusminus-a_different_drummer.zip"
72,2013-04-18,8th,chunter,"die Zug","sdc72_chunter-sdc72_dieZug.xrns"
72,2013-04-18,9th,Airmann,"Spanish Mood","sdc72_Airmann-spanish_mood.xrns"
72,2013-04-18,10th,Haplo,"Ace Up Your Sleeve","sdc72_Haplo-AceUpYourSleeve.zip"
73,2013-06-12,1st,Airmann,"Diggin' Deeper","sdc73_Airmann-diggin_deeper.xrns"
73,2013-06-12,2nd,francis_red,"Honjin","sdc73_francis_red-SDC73_francis_red.rar"
73,2013-06-12,3rd,A-Lin,"RealityDream","sdc73_A-Lin-RealityDream_final.xrns"
73,2013-06-12,3rd,chunter,"Human Touch Experiment","sdc73_chunter-sdc73_humantouchexperiment.xrns"
73,2013-06-12,4th,ReneWiersma,"Korath III","sdc73_ReneWiersma-KorathIII.xrns"
73,2013-06-12,5th,sim,"beach anarchy","sdc73_sim-beach_anarchy.zip"
73,2013-06-12,6th,hexmode,"20130531","sdc73_hexmode-hexmode--20130531.zip"
73,2013-06-12,7th,juolac,"Who reads the Read Me?","sdc73-juolac-whoreadsthereadme.xrns"
74,2013-07-24,1st,ballacr75,"A reason for me","sdc74_ballacr75-a_reason_for_me.zip"
74,2013-07-24,2nd,fractaural_motif,"Dreams of Victory","sdc74_fractaural_motif-Dreams_of_Victory.zip"
74,2013-07-24,3rd,A-Lin,"Yellow Sorrow","sdc74_A-Lin-YellowSorrow_final.xrns"
74,2013-07-24,4th,sim,"bird without a song","sdc74_sim-bird_without_a_song.zip"
74,2013-07-24,5th,JustinCredible,"Inside Out","sdc74_JustinCredible-Inside_Out.rar"
74,2013-07-24,6th,chunter,"Dark Junorganics","sdc74_chunter-sdc74-darkjunorganics.xrns"
74,2013-07-24,7th,Shadowbane,"Take Three","sdc74_Shadowbane-take_three.zip"
74,2013-07-24,8th,Marko,"Unrealized glistening on alumium","sdc74_Marko-unrealized-glistening-on-alumium.zip"
74,2013-07-24,AV,ambtax1,"Time","sdc74_ambtax1-sdc_time.xrns"
75,2013-09-14,1st,chunter,"Pictures of Success","sdc75_chunter-sdc75-pictures9.xrns"
75,2013-09-14,2nd,andyray,"Spotlight","sdc75_andyray-SDC75_AndyRay_-_Spotlight.zip"
75,2013-09-14,3rd,Din,"A Kick in the Flange","sdc75_Din-A_Kick_in_the_Flange.xrns"
75,2013-09-14,4th,iddy,"always","always.tar.bz"
75,2013-09-14,5th,A-Lin,"Corelli Opus 5 snippet","sdc75_A-Lin-Corelli_Opus_5.xrns"
75,2013-09-14,6th,Steve,"Deadmau5 - October","sdc75_Steve-Deadmau5-October.xrns"
75,2013-09-14,7th,ballacr75,"jump","sdc75_ballacr75-jump.zip"
75,2013-09-14,8th,Shadowbane,"Hit The Streets","sdc75_Shadowbane-Hit_the_streets.zip"
75,2013-09-14,9th,fractaural_motif,"Eye of the Tiger","sdc75_fractaural_motif-Eye_of_the_Tiger.zip"
76,2013-11-07,1st,A-Lin,"Mistroscopical","sdc76_A-Lin-Mistroscopical.xrns"
76,2013-11-07,2nd,KURTZ,"biomechaNICal invasion","sdc76_KURTZ-biomechanical_invasion_-_dx10.xrns"
76,2013-11-07,3rd,iddy,"table for one","table_for_one.zip"
76,2013-11-07,4th,Knetter,"Indian Summer","sdc76_Knetter-Indian_Summer.xrns"
76,2013-11-07,5th,nt,"Berlin FM","sdc76_nt-berlin_fm.zip"
76,2013-11-07,6th,Rag,"BaDX10der","sdc76_Rag-BaDX10der.xrns"
76,2013-11-07,7th,chunter,"FMB","sdc76_chunter-sdc76-bossa.xrns"
76,2013-11-07,8th,ballacr75,"magic","sdc76_ballacr75-magic.zip"
76,2013-11-07,9th,andyray,"A little dittier","sdc76_andyray-SDC76_AndyRay_-_A_Little_Bit_Dittier.zip"
76,2013-11-07,9th,CoolGreenApple,"Frenetic Molemen","sdc76_CoolGreenApple-FreneticMolemen.zip"
76,2013-11-07,AV,hiroshi909808,"SOON","sdc76_hiroshi909808-COMPO1.xrns"
77,2013-12-01,1st,Rag,"Internal Organ no. 77","sdc77_Rag-Internal_Organ_no.77.xrns"
77,2013-12-01,1st,A-Lin,"Pomme contre point","sdc77_A-Lin-PommeContrePoint_final.xrns"
77,2013-12-01,2nd,SawZer,"Beyond the System","sdc77_SawZer-Beyond_the_System.zip"
77,2013-12-01,3rd,fractaural_motif,"Rastadune","sdc77_fractaural_motif-rastadune.zip"
77,2013-12-01,3rd,ballacr75,"inside","sdc77_ballacr75-inside.zip"
77,2013-12-01,4th,KURTZ,"The Zeta Computer","sdc77_KURTZ-zcomputer.xrns"
77,2013-12-01,5th,iddy,"superhighway gridlock","sdc77_iddy-superhighway_gridlock.zip"
77,2013-12-01,6th,hexmode,"variant one","sdc77_hexmode-variant1.zip"
77,2013-12-01,6th,Carbonthief,"Tomorrow","sdc77_Carbonthief-Tomorrow.rar"
77,2013-12-01,7th,mutah,"Backflip","sdc77_mutah-backflip.xrns"
77,2013-12-01,8th,chunter,"4, 3, 2, 1","sdc77_chunter-sdc77-4321.xrns"
77,2013-12-01,9th,emeu,"Étude","sdc77_emeu-etude.zip"
77,2013-12-01,10th,GrayClip,"ICHIGEKI","sdc77_GrayClip-ICHIGEKI.zip"
78,2014-02-03,1st,A-Lin,"Sun Fresh Air","sdc78_A-Lin-SunAndFreshAir.xrns"
78,2014-02-03,2nd,sam_m,"tide","sdc78_sam_m-sam_mottaghi-tide.zip"
78,2014-02-03,3rd,Din,"Climbing the Walls","sdc78_Din-Climbing_the_Walls.xrns"
78,2014-02-03,4th,ballacr75,"steel","sdc78_ballacr75-steel.zip"
78,2014-02-03,5th,chunter,"Deep Freeze","sdc78_chunter-sdc78_deepfreeze.xrns"
78,2014-02-03,6th,SDCTester,"Blank Voting Entry","blank.xrns"
79,2014-03-10,1st,legacy_device,"absorbing kingdoms","sdc79_legacy_device-absorbing_kingdoms.zip"
79,2014-03-10,2nd,iddy,"the paths of strangers","sdc79_iddy-the_paths_of_strangers.zip"
79,2014-03-10,3rd,JustinCredible,"Firefly","sdc79_JustinCredible-Firefly.rar"
79,2014-03-10,4th,Din,"Creature of Habit","sdc79_Din-Creature_of_Habit.xrns"
79,2014-03-10,5th,kururuku,"Lumines","sdc79_kururuku-Lumines.xrns.zip"
79,2014-03-10,6th,chunter,"Incredible Edible Id","sdc79_chunter-sdc79_incredibleedibleid.xrns"
79,2014-03-10,7th,Carbonthief,"Twopointeight","sdc79_Carbonthief-twopointeight.xrns"
79,2014-03-10,8th,andyray,"Double Deed","sdc79_andyray-SDC79_-_AndyRay_-_Double_Deed.zip"
79,2014-03-10,9th,ballacr75,"kairaki","sdc79_ballacr75-kairaki.zip"
80,2014-03-30,1st,keith303,"(constantly) switching device","sdc80_keith303-constantly_switching_device.zip"
80,2014-03-30,2nd,chunter,"Motor Jam","sdc80_chunter-sdc80_motorjam.xrns"
80,2014-03-30,3rd,andyray,"Taking it on the low side","sdc80_andyray-SDC80_AndyRay_-_Taking_it_on_the_low_side.xrns"
80,2014-03-30,4th,Carbonthief,"Mechanical Labor Union","sdc80_Carbonthief-Mechanical_Labor_Union.xrns"
80,2014-03-30,5th,ballacr75,"esion rotom","sdc80_ballacr75-esion_rotom.zip"
80,2014-03-30,6th,hexmode,"toni brixton","sdc80_hexmode-hexmode--toni-brixton.zip"
80,2014-03-30,7th,Shadowbane,"Industry","sdc80_Shadowbane-Industry.zip"
81,2014-04-17,1st,keith303,"based on a true chipstory","sdc81_keith303_-_based_on_a_true_chipstory.zip"
81,2014-04-17,2nd,Airmann,"Mezzo Mezzo","sdc81_Airmann-mezzo_mezzo.zip"
81,2014-04-17,3rd,directionless,"Back in Track","sdc81_directionless-Directionless_Back_in_Track.zip"
81,2014-04-17,4th,chunter,"Don't Let Them Beat You","sdc81_chunter-sdc81_dontletthembeatyou.xrns"
81,2014-04-17,5th,organic_io,"1SA / Lifeworks","sdc81_organic_io-sdc81_organic_io_-_1SA-Lifeworks.zip"
81,2014-04-17,6th,ballacr75,"autocadsemplando","sdc81_ballacr75-AUTOCADSEMPLANDO.xrns"
81,2014-04-17,7th,Carbonthief,"Tribute","sdc81_Carbonthief-tribute.zip"
82,2014-05-01,1st,keith303,"dirtybit","sdc82_keith303_-_dirtybit.xrns"
82,2014-05-01,2nd,directionless,"Vocal Debacle","sdc82_directionless-VocalDebacle.xrns"
82,2014-05-01,3rd,chunter,"Doo Hoo","sdc82_chunter-sdc_82-doohoo.xrns"
82,2014-05-01,3rd,Carbonthief,"Routine","sdc82_Carbonthief-Routine.zip"
82,2014-05-01,AV,SDCTester,"Blank Voting Entry 2","blank2.xrns"
82,2014-05-01,AV,SDCTester,"Blank Voting Entry","blank.xrns"
83,2014-05-31,1st,Airmann,"Lilium","sdc83_Airmann-lilium.zip"
83,2014-05-31,2nd,JustinCredible,"Six to the Floor","sdc83_JustinCredible-SixtotheFloor.rar"
83,2014-05-31,3rd,BleedingLiver,"Legalize freedom","sdc83_BleedingLiver-LEGALIZE_FREEDOM.xrns.zip"
83,2014-05-31,4th,Carbonthief,"Slowly Losing It","sdc83_Carbonthief-slowlylosingit_2.zip"
83,2014-05-31,5th,chunter,"I Wonder If We'll Make It","sdc83_chunter-sdc83-iwonderif.xrns"
83,2014-05-31,6th,menthes,"chemtrails","sdc83_menthes-chemtrails.zip"
83,2014-05-31,7th,ballacr75,"shot","sdc83_ballacr75-shot.zip"
83,2014-05-31,8th,IceWolf,"Towards Eternity","sdc83_IceWolf-Towards_Eternity.sunvox.gz"
83,2014-05-31,AV,A-Lin,"Light Move","sdc83_A-Lin-LightMove_trim.xrns"
84,2014-07-07,1st,A-Lin,"Hidden in the Woods","sdc84_A-Lin-HiddenInTheWoods.xrns"
84,2014-07-07,2nd,directionless,"Skeleton Escape","sdc84_directionless-SkeletonEscape.zip"
84,2014-07-07,3rd,Carbonthief,"Multitasking","sdc84_Carbonthief-multitasking.xrns"
84,2014-07-07,4th,chunter,"Another Step","sdc84_chunter-sdc84_anotherstep.xrns"
84,2014-07-07,5th,ballacr75,"Take This One","sdc84_ballacr75-TAKE_THIS_ONE.zip"
84,2014-07-07,6th,Shadowbane,"Mixed so well.","sdc84_Shadowbane-Mixed_it_SOOOOOOO_well.zip"
85,2014-08-12,1st,ballacr75,"loving","sdc85_ballacr75-loving.zip"
85,2014-08-12,2nd,chunter,"When New Ideas Don't Work Try Old Ones","sdc85_chunter-sdc85-whennewideas.xrns"
85,2014-08-12,3rd,Bio-EA,"Mio Mio","sdc85_Bio-EA-Bio-EA_-_Mio_Mio.rar"
85,2014-08-12,4th,Din,"Nosferatu","sdc85_Din-Nosferatu.xrns"
85,2014-08-12,5th,Airmann,"Seducer's Seed","sdc85_Airmann-seducers_seed.zip"
85,2014-08-12,6th,directionless,"Frequency Adulation","sdc85_directionless-frequency_adjulation.xrns"
85,2014-08-12,7th,Carbonthief,"Cat Ears","sdc85_Carbonthief-catears.xrns"
85,2014-08-12,8th,rawspectra,"Spaß²","sdc85_rawspectra-Spaß².rar"
85,2014-08-12,9th,mr-foobar,"Exterminate","sdc85_mr-foobar-externminate.xrns.gz"
86,2014-09-22,1st,A-Lin,"Crazy","sdc86_A-Lin-Crazy_finalT.xrns"
86,2014-09-22,2nd,directionless,"Chip Salad","sdc86_directionless-ChipSalad.xrns"
86,2014-09-22,3rd,chunter,"We Make the Future","sdc86_chunter-sdc86-wemakethefuture.xrns"
86,2014-09-22,4th,Carbonthief,"Too Much Effort","sdc86_Carbonthief-toomucheffort.xrns"
86,2014-09-22,5th,ballacr75,"aspirina c64","sdc86_ballacr75-ASPIRINA_C64.zip"
86,2014-09-22,6th,Ahornberg,"Super Mario Plays A Real Chiptune","sdc86_Ahornberg-super_mario_plays_a_real_chiptune.zip"
87,2014-11-07,1st,ballacr75,"Do you like wave?","sdc87_ballacr75-DO_YOU_LIKE_WAVE.zip"
87,2014-11-07,2nd,chunter,"Speed of What","sdc87_chunter-sdc87-speedofwhat.xrns"
87,2014-11-07,3rd,Din,"All Day Before All Saints' Day","sdc87_Din-All_Day_Before_All_Saints__Day.xrns"
87,2014-11-07,4th,A-Lin,"Bungy Jump","sdc87_A-Lin-A-Lin_BungyJump.xrns"
87,2014-11-07,5th,Airmann,"Pillar Of Cloud And Fire","sdc87_Airmann-pillar_of_cloud_and_fire.zip"
87,2014-11-07,6th,JustinCredible,"Siding Spring","sdc87_JustinCredible-Siding_Spring.rar"
87,2014-11-07,7th,directionless,"Just Another Day","sdc87_directionless-JustAnotherDay.xrns"
87,2014-11-07,8th,Ahornberg,"City Train","sdc87_Ahornberg-city_train.xrns"
87,2014-11-07,9th,Carbonthief,"Good Morning","sdc87_Carbonthief-goodmorning_fnl.xrns"
87,2014-11-07,10th,collet,"litle air","sdc87_collet-litle_air.zip"
88,2014-12-14,1st,Airmann,"Wise Men's Headcrash","sdc88_Airmann-wise_men_s_headcrash.zip"
88,2014-12-14,2nd,A-Lin,"The Hologram","sdc88_A-Lin-TheHologram_final_5.xrns"
88,2014-12-14,2nd,keith303,"hex-a-track","sdc88_keith303-hex-a-track.rar"
88,2014-12-14,3rd,Din,"So Little Time","sdc88_Din-So_Little_Time.xrns"
88,2014-12-14,4th,Ahornberg,"November Rain","sdc88_Ahornberg-november_rain.xrns"
88,2014-12-14,5th,chunter,"Was It Only a Dream?","sdc88_chunter-sdc88-wasitonlyadream.xrns"
89,2015-01-29,1st,ageDirectionless,"Are You Dreaming","sdc89_ayd.xrns"
89,2015-01-29,1st,A-Lin,"Quintuple Orbital","QuintupleOrbital_final.xrns"
89,2015-01-29,2nd,Din,"Semiconscious","sdc89_Din-Semiconscious.xrns"
89,2015-01-29,3rd,Ahornberg,"Sunrise","sunrise.zip"
89,2015-01-29,4th,chunter,"500","sdc89-500.xrns"
89,2015-01-29,5th,ballacr75,"reaction","REACTION.zip"
89,2015-01-29,6th,tonmas,"emptiness","sdc89_tonmas-sdc89_emptiness_tonmas.zip"
